farm_id,sale_order_id,product_id,quantity,price,user_id,total_item_price,time_of_sale,product_sku,product_type,unit_of_measurement,product_price,product_description_en,product_name_en,user_enc,product_enc
67a8b8ce-99c6-431e-b220-beeed6431818,667698fd-6694-4b97-b7f3-e993f1cd7756,c1d06ac3-5bea-4b4d-8648-ae3fa531f059,1.0,50000.0,231e825c-16af-4695-bda8-91deb60777e5,50000.0,1744859221323,REPORT-REQUEST-MILL-1,SERVICE,kg,50000.0,Delivery Report Package for 1 SawitPro Partner Factory -,Shipping report package,12,29
bf780266-6e93-4b91-b284-69b2aef34b4c,72b873a9-54d2-45da-8fb9-92f48d509c52,ecef7b49-b297-4c53-bf53-628861221da7,5.0,190772.0,f5a6f92f-7b88-4ccb-896c-0152c50ce4d1,953860.0,1741479226936,101210600101,GOODS,kg,1299999.0,"C-organic: 15.44% C/N Ratio: 21.75 Total N: 0.71% Total P2O5: 3.64% Total K2O: 17.51% Water content: 19.81% PH (H2O): 8.97 Description of SawitPro Fertilizer is organic fertilizer that can help oil palm farmers increase oil yields and fruit quality.This fertilizer is equipped with microorganisms developed by leading biologists in Indonesia.Microorganisms can be used to help the decomposition of nutrients and accelerates from nutrient absorption in plants.The benefits of Sawitpro fertilizer provide a variety of important benefits, including increasing the availability of nutrients (nitrogen, phosphate, and potassium), as well as helping the overhaul of organic matter (decomposition) and mineralization of organic elements.This fertilizer also triggers plant growth, protects roots from pathogenic microbes, increases the efficiency of absorption from other fertilizers (Rp, urea, etc.), and saves fertilization costs by up to 50%.In addition, Sawitpro fertilizer increases plant resistance to disease attacks and maintains soil fertility for sustainable agriculture.Nitrogen content and specifications 0.1-1% Nitrogen phosphor pentoxide 3-5% potassium oxide 17-25% Bacteria Binding Nitrogen Trichoderma Microorganisms: Rhizobium sp (Nitrogen bacterial bacteria in root legumes) Azotobacter sp (nitrogen bacteriaAuxin) Bacillus sp (fighting pathogens and encouraging growth) Azospirillum sp (encouraging growth) Pseudomonas sp (Growth Regulator) Trichoderma sp (biological control substances against fungal attacks, especially ganoderma) tested products lab?Yes",Sawitpro 50kg fertilizer,72,38
a49cd0c9-2017-411a-ad73-93086e1700c4,fd17275e-5946-42dd-9cb8-205061715f67,4cac8d01-b78e-4017-9113-c627ac1866a5,200.0,341250.0,e4d68529-9d3c-4db3-bc55-cc3bc3ead00f,68250000.0,1744099472465,101110503801,GOODS,kg,674500.0,"Urea nitrea is a non -subsidized retail urea product with a 46% nitrogen content description of 46% N urea fertilizer is a high nitrogen (N) fertilizer, which is 46%, which functions the main source of nitrogen to support plant vegetative growth.This fertilizer can be applied by sprinkled, sprayed, or using an irrigation system.Shape / color: Prill and granules / white The benefits of this fertilizer are very effective in accelerating the formation of leaves, stems, and increasing forage production in plants.Urea nitrea 46% N is suitable for various types of plants, both for agriculture, plantations, and horticulture, because nitrogen is an nutrient that is needed for the process of photosynthesis and overall plant growth.Nitrogen content and specifications of 46% tested products lab?Yes",Urea nitrea 46% n 50kg,64,8
94d0ddd6-bbdb-422a-b7f5-078a9c3b2c4f,0e0ee1d3-20c5-4660-943f-cbe1501e4921,af58006e-c0d7-44ec-9089-609b74e9ece2,1.0,64701.0,2c58c0d7-2214-4747-9ca3-f4f4b75880f9,64701.0,1741578667206,202320300101,GOODS,kg,102700.0,"Bablass 490 SL IPA GLIFOSAT 490 g/L Description Bablass 490 SL is an after -growth systemic herbicide in the form of a water solution used to control weeds in oil palm cultivation (TBM), such as wide -leaf weeds ageratum conyzoides, borreria alata, lastoma affine, mikania micrantha, and narrow -leaf weed, suchCompressus.Form: Solution Benefits of this product is effective in killing grass selectively, absorbing its active ingredients to the grassroots and killing them gradually, without affecting other plants in the vicinity.Content and specifications of Glifosate Aminosate Isopropyl (IPA) 49% Tested Products Lab?Yes",Bablass 490 SL - 1 liter,13,25
d518112f-0310-4f5c-82fc-c568da34a0d8,3c8e9748-d5f2-46e9-bdbf-82f1c443226c,4698d965-a133-4701-838b-f60e38c66b39,1.0,305250.0,d81b9980-35d6-4701-8692-03b5b34e0243,305250.0,1741152076724,101210600102,GOODS,kg,1399999.0,"Description of SawitPro fertilizer is organic fertilizer that can help oil palm farmers improve crops and fruit quality.This fertilizer is equipped with microorganisms developed by leading biologists in Indonesia.Microorganisms can be used to help the decomposition of nutrients and accelerates from nutrient absorption in plants.Janjang ash is an organic fertilizer with a high K₂O content, around 35%-45%, which is quickly absorbed by plants because it only contains potassium elements.For application, the recommended dose is 1.5 kg per plant.If used with Sawitpro fertilizer, the dosage recommendation is 1 kg of ash janjang and 0.5 kg of palm oil per plant.The benefits of Sawitpro fertilizer provide a variety of important benefits, including increasing the availability of nutrients (nitrogen, phosphate, and potassium), as well as helping the overhaul of organic matter (decomposition) and mineralization of organic elements.This fertilizer also triggers plant growth, protects roots from pathogenic microbes, increases the efficiency of absorption from other fertilizers (Rp, urea, etc.), and saves fertilization costs by up to 50%.In addition, Sawitpro fertilizer increases plant resistance to disease attacks and maintains soil fertility for sustainable agriculture.Abu Janjang increases the availability of potassium (K), stimulates fruit growth, accelerates the decomposition of organic matter, and saves fertilization costs.In addition, this product strengthens the endurance of plants against disease and supports soil fertility for sustainable agriculture.Content and specifications of 50kg palm fertilizer: nitrogen 0.1-1% nitrogen phosphorus pentoxide 3-5% potassium oxide 17-25% bacterial binding nitrogen trichoderma microorganisms: rhizobium sp (nitrogen bacterial bacteria in root legume) Azotobacter sp (antibiotics and auxin enzymes) Bacillus sp (against pathogens and encouraging growth) Azospirillum sp (encouraging growth) Pseudomonas sp (growth regulator) Trichoderma sp (biological control substances against fungal attacks, especially ganoderma) 40kg ashYes",Sawitpro fertilizer 50kg + ash janjang 40kg,62,6
340d4837-86c0-4779-a9dc-5757cef13890,86496962-031e-4f39-a78c-dd907bcd7322,80957603-6cec-4f63-8dcd-aba6ded5cbdd,200.0,345000.0,7a341d40-7166-46d4-b37f-be9a9ecec7f7,105025000.0,1744285662013,101110501601,GOODS,kg,712500.0,"MOP/KCL fertilizer to improve the quality and quantity of fruit.Description of MOP/KCL Crown fertilizer contains potassium (K2O) of at least 60% and is useful to help improve yields and harvest quality.This fertilizer also optimizes the absorption of other nutrients and increases plant resilience to pests and diseases.The use of KCL is very important for annual plants that require high potassium.The benefits of potassium oxide fertilizer (K2O) increase the growth and yield of plants by supplying potassium which is important for the durability of plants to stress, and support the formation of fruit, flowers, and tubers.This fertilizer also improves the quality of crop yields and the efficiency of water use and nutrition, making it beneficial for plants that require high potassium, such as rice, corn, and horticultural plants.Content and specifications of potassium oxide 60% shape / color: crystal / dominant red product tested lab?Yes",MOP/KCL Canada Cap Mahkota 50kg,31,16
06bcc5f9-1f75-4569-b18a-fa26102e8223,86496962-031e-4f39-a78c-dd907bcd7322,4cac8d01-b78e-4017-9113-c627ac1866a5,100.0,360250.0,7a341d40-7166-46d4-b37f-be9a9ecec7f7,105025000.0,1744285662013,101110503801,GOODS,kg,674500.0,"Urea nitrea is a non -subsidized retail urea product with a 46% nitrogen content description of 46% N urea fertilizer is a high nitrogen (N) fertilizer, which is 46%, which functions the main source of nitrogen to support plant vegetative growth.This fertilizer can be applied by sprinkled, sprayed, or using an irrigation system.Shape / color: Prill and granules / white The benefits of this fertilizer are very effective in accelerating the formation of leaves, stems, and increasing forage production in plants.Urea nitrea 46% N is suitable for various types of plants, both for agriculture, plantations, and horticulture, because nitrogen is an nutrient that is needed for the process of photosynthesis and overall plant growth.Nitrogen content and specifications of 46% tested products lab?Yes",Urea nitrea 46% n 50kg,31,8
3799d194-1e1b-4839-bd38-244b23d7e71d,52a06fa1-d0a6-4b8e-b81f-2acb4f971c9a,6c27fc9c-e7e9-4e9b-9017-292175250df1,1.0,225000.0,74cd1768-c0aa-4a1d-8516-c8323f71b12e,225000.0,1742457388000,101110603901,GOODS,kg,441142.0,"Increase growth with zinc 2000ppm and sulfur 9%.Description of NPK compound fertilizer enriched with sulfur and zinc elements is designed to improve the efficiency and effectiveness of fertilization.The sulfur and zinc content supports plant metabolic processes so that it not only increases the amount of crops, but also its quality, making plants healthier and more productive.Form / color: granules / white The benefits of this fertilizer support plant growth, increase yield, and quality of plants by strengthening metabolism, cell division, and the formation of enzymes and vitamins.In addition, it also stimulates the growth of roots and leaves and increases plant immunity.Nitrogen content and specifications of 15% Pentoxide phosphorus 15% potassium 15% sulfur 9% zinc 0.2% tested product lab?Yes",NPK Phonska Plus 15-15-15 25kg,30,12
4b98e69d-83ab-4739-8091-88a5994cbf7c,f0482214-bc2a-430e-8348-4390c2df66a7,80957603-6cec-4f63-8dcd-aba6ded5cbdd,498.5,334500.0,eaeb96f7-eedc-4613-a2a6-2ac88902ec62,169968800.0,1744777685039,101110501601,GOODS,kg,712500.0,"MOP/KCL fertilizer to improve the quality and quantity of fruit.Description of MOP/KCL Crown fertilizer contains potassium (K2O) of at least 60% and is useful to help increase yields and harvest quality.This fertilizer also optimizes the absorption of other nutrients and increases plant resilience to pests and diseases.The use of KCL is very important for annual plants that require high potassium.The benefits of potassium oxide fertilizer (K2O) increase the growth and yield of plants by supplying potassium which is important for the durability of plants to stress, as well as supporting the formation of fruit, flowers, and tubers.This fertilizer also improves the quality of crop yields and the efficiency of water use and nutrition, making it beneficial for plants that require high potassium, such as rice, corn, and horticultural plants.Content and specifications of potassium oxide 60% shape / color: crystal / dominant red product tested lab?Yes",MOP/KCL Canada Cap Mahkota 50kg,67,16
97259026-8094-49ab-8edb-6b136aa2a772,0cf2dc54-441b-400b-8785-cbfd9763e9a1,80957603-6cec-4f63-8dcd-aba6ded5cbdd,220.0,326000.0,444d489c-eabd-4e37-b21b-d11ebeb28f9b,71720000.0,1744028143795,101110501601,GOODS,kg,712500.0,"MOP/KCL fertilizer to improve the quality and quantity of fruit.Description of MOP/KCL Crown fertilizer contains potassium (K2O) of at least 60% and is useful to help improve yields and harvest quality.This fertilizer also optimizes the absorption of other nutrients and increases plant resilience to pests and diseases.The use of KCL is very important for annual plants that require high potassium.The benefits of potassium oxide fertilizer (K2O) increase the growth and yield of plants by supplying potassium which is important for the durability of plants to stress, and support the formation of fruit, flowers, and tubers.This fertilizer also improves the quality of crop yields and the efficiency of water use and nutrition, making it beneficial for plants that require high potassium, such as rice, corn, and horticultural plants.Content and specifications of potassium oxide 60% shape / color: crystal / dominant red product tested lab?Yes",MOP/KCL Canada Cap Mahkota 50kg,21,16
05cbbbb3-c529-42af-9c9d-c216e62f40cc,e465e104-5248-4bd6-8650-4388f1a37e0f,a48adaed-ab06-4245-8da6-5d560636a1d9,3.0,410000.0,ebd171b6-81b8-43f2-afa2-67c5db13845a,22498000.0,1744089239565,101110505301,GOODS,kg,1300000.0,"Borat/Boron is an essential micro nutrient for plants.It takes a small amount in the fertilizing application of the Borate Crown Description containing boron which is an essential micronutrient for plants needed in small amounts to support optimal growth.Although usually already found in NPK fertilizer, certain plants and soil conditions require additional boron.The benefits of the main role of boron for plants include supporting cell division, nitrogen metabolism, and protein formation.In addition, Boron also contributes important in the process of pollination and production of seeds of content & specifications of boron trioxide ± 45% Physical Type: White crystal products tested lab?Yes",Borate Mahkota - 25kg,68,24
a3a8b5fe-5d22-49f6-9553-b087239edda6,e465e104-5248-4bd6-8650-4388f1a37e0f,e8898291-543b-439c-907f-bd80075f02a0,40.0,531700.0,ebd171b6-81b8-43f2-afa2-67c5db13845a,22498000.0,1744089239565,101110502301,GOODS,kg,532500.0,,Meroke TSP 50kg,68,36
9673a5c8-e6d7-4886-b4c7-7b6665979eac,71e506e8-c275-4015-912d-56ba36721b71,89f26d03-4933-4924-ae31-5eef6981122f,90.0,358750.0,eae0adf5-7428-4ad8-a4d8-368dd5543992,70457500.0,1743057282268,101110601701,GOODS,kg,717250.0,"Description of NPK fertilizer 12-12-17-2+TE contains micro nutrients which are important for plant growth.Designed for nurseries and plants not yet produced (TBM), this fertilizer can also be used in producing plants (TM) in plantations with low nitrogen and phosphorus content, with the addition of potassium nutrients according to recommendations.This fertilizer is more suitable for use in lowlands.Form / color: granules / brown the benefits of this fertilizer support plant growth, increase yield, and quality of plants by strengthening metabolism, cell division, and the formation of enzymes and vitamins.In addition, it also stimulates the growth of roots and leaves and increases plant immunity.Nitrogen Content and Specifications 12% Pentoxide Phosphorus 12% Potassium Oxide 17% Magnesium Oxide 2% Boron, Copper (II) sulfate, zinc sulfate 0.04-0.07% tested products lab?Yes",NPK Mahkota 12-12-17-2 TE 50kg,66,18
5ea216e7-3388-4e06-b15e-a06e2a2c5817,71e506e8-c275-4015-912d-56ba36721b71,4cac8d01-b78e-4017-9113-c627ac1866a5,110.0,347000.0,eae0adf5-7428-4ad8-a4d8-368dd5543992,70457500.0,1743057282268,101110503801,GOODS,kg,674500.0,"Urea nitrea is a non -subsidized retail urea product with a 46% nitrogen content description of 46% N urea fertilizer is a high nitrogen (N) fertilizer, which is 46%, which functions the main source of nitrogen to support plant vegetative growth.This fertilizer can be applied by sprinkled, sprayed, or using an irrigation system.Shape / color: Prill and granules / white The benefits of this fertilizer are very effective in accelerating the formation of leaves, stems, and increasing forage production in plants.Urea nitrea 46% N is suitable for various types of plants, both for agriculture, plantations, and horticulture, because nitrogen is an nutrient that is needed for the process of photosynthesis and overall plant growth.Nitrogen content and specifications of 46% tested products lab?Yes",Urea nitrea 46% n 50kg,66,8
e1350bca-da3f-4531-aae7-1f5571c5117c,70ca89e3-70dc-458c-bfa7-65d34bf7ae37,ff58b8c4-1058-4753-bfc0-c04d091c8485,100.0,220000.0,804b949e-a2ea-4600-b563-5344410f852d,22000000.0,1744277859540,101110600701,GOODS,kg,439375.0,"Description of ZA Cap Leaf is a single fertilizer containing 24% sulfur in the form of sulfate, which is quickly absorbed by plants to overcome lack of sulfur.This fertilizer also contains 21% nitrogen which is easily soluble and quickly absorbed by plants.Form: Crystals The benefits of ZA fertilizer improve the quality and yields, improve taste, color, and make plants more resistant to drought, pests, and diseases.ZA also supports the formation of chlorophyll, increases protein and vitamins, and improves the color, aroma, and flexibility of tobacco, and enlarges the tubers of onion plants.Nitrogen content and specifications 21% sulfur 23-24% of the product tested lab?Yes",ZA Cap 50kg Leaf,32,40
b59e8e7b-5309-46a7-9931-c2156cfe019b,5ae30247-0799-447f-87bd-cb836df433e4,80957603-6cec-4f63-8dcd-aba6ded5cbdd,400.0,327000.0,444d489c-eabd-4e37-b21b-d11ebeb28f9b,130800000.0,1744261575393,101110501601,GOODS,kg,712500.0,"MOP/KCL fertilizer to improve the quality and quantity of fruit.Description of MOP/KCL Crown fertilizer contains potassium (K2O) of at least 60% and is useful to help increase yields and harvest quality.This fertilizer also optimizes the absorption of other nutrients and increases plant resilience to pests and diseases.The use of KCL is very important for annual plants that require high potassium.The benefits of potassium oxide fertilizer (K2O) increase the growth and yield of plants by supplying potassium which is important for the durability of plants to stress, as well as supporting the formation of fruit, flowers, and tubers.This fertilizer also improves the quality of crop yields and the efficiency of water use and nutrition, making it beneficial for plants that require high potassium, such as rice, corn, and horticultural plants.Content and specifications of potassium oxide 60% shape / color: crystal / dominant red product tested lab?Yes",MOP/KCL Canada Cap Mahkota 50kg,21,16
c92d044e-8a04-43fb-91c9-9af1760ca8b9,76a9a3c0-a391-494d-aba6-33110e0646bd,fc02857f-92ea-48a1-96b5-95acf43b922e,1.0,237500.0,e5bd865a-1507-46fd-bcd7-62fe1d8d50ec,237500.0,1741921790177,202320300103,GOODS,kg,469300.0,"Bablass 490 SL IPA GLIFOSAT 490 g/L.Systemic Herbicide After Growing Solution in the form of Water Solution Used for Palm Oil Cultivation (TBM): Ageratum conyzoides wide leaf weeds, Borreria alata, Melastoma Affine, Mikania Micrantha, narrow leaf weed Axonopus Compressus Description Bablass 490 SL is a systemic herbicide.Palm (TBM), such as wide -leaf weeds ageratum conyzoides, borreria alata, melastoma affine, mikania micrantha, and narrow leaf weeds Axonopus compressus.Form: Solution Benefits of this product is effective in killing grass selectively, absorbing its active ingredients to the grassroots and killing them gradually, without affecting other plants in the vicinity.Content and specifications of Glifosate Aminosate Isopropyl (IPA) 49% Tested Products Lab?Yes",Bablass 490 SL - 5 liters,65,39
b9d6ec6f-094b-494a-aa64-238599f2b18c,c39f3603-76ef-479c-b866-eed205d15d17,2b8fe2f0-5d07-459c-8781-22305a61980a,150.0,35500.0,eddc7f2d-9b65-477d-8014-65a332d93f37,5325000.0,1742963841248,101110507601,GOODS,kg,65000.0,Dolomite Super Inti M-100,Dolomite super core M-100 50kg,71,4
dc6c4b16-45c6-4051-a3ef-eb8f7fc9b6c6,ed5dfc9d-7ef1-427f-92f1-e19ae09e93fa,8fcfd7a8-5980-4e7e-b463-6d30823caac4,32.0,488750.0,9152143a-2ad6-4a45-a0d0-e2a444bbde3d,15640000.0,1744077317898,101110602801,GOODS,kg,940500.0,"Description of SS fertilizer (Ammophos) is compound fertilizer with a formulation of 16% nitrogen, 20% pentoxide phosphorus, and 12% sulfur.These three protein components are designed to be absorbed in the initial phase of vegetative growth in roots, leaves, and puppies.Shape / color: gray gray gray / white Benefits of this fertilizer is rich in phosphorus and nitrogen elements.The element of phosphorus (P) is important to support root growth in the early stages of plants, and its availability can be increased by the application of nitrogen (N).If P is given with N, the absorption of P by plants will be more optimal than the administration of a single P.In addition, sulfur (S) also helps increase the efficiency of N fertilization so that plants can absorb more nitrogen.Nitrogen content and specifications 16% Pentoxide Phosphorus 20% Sulfur 12% Tested Products Lab?Yes",Meroke Ss - Ammophos 50kg,39,21
07e84a6c-ae3f-4559-bc14-522dc885d6d3,a1c52691-d8de-4613-84f0-c78abf103cac,beb17fe4-5d92-4738-adaa-2d62ffb83516,300.0,338000.0,9c605d36-9c37-4f1e-bac1-c87146fae1f0,101400000.0,1744624117945,101110503802,GOODS,kg,356357.0,Urea nitrea 46% n 50kg granules,Urea Nitrea 46% N 50kg - Granul,44,28
