farm_id,sale_order_id,product_id,quantity,price,user_id,total_item_price,time_of_sale,product_sku,product_type,unit_of_measurement,product_price,product_description_en,product_name_en
4c791ad8-eca6-435f-b7c0-e0976848d4dd,acfa3572-d060-4b06-9e27-5a52fafc0314,80957603-6cec-4f63-8dcd-aba6ded5cbdd,187,712500.0,c51ed79a-e737-40d2-9846-1e842ee3e9a9,133237500.0,1742357860062,101110501601,GOODS,kg,712500.0,"MOP/KCL fertilizer to improve the quality and quantity of fruit.Description of MOP/KCL Crown fertilizer contains potassium (K2O) of at least 60% and is useful to help increase yields and harvest quality.This fertilizer also optimizes the absorption of other nutrients and increases plant resilience to pests and diseases.The use of KCL is very important for annual plants that require high potassium.The benefits of potassium oxide fertilizer (K2O) increase the growth and yield of plants by supplying potassium which is important for the durability of plants to stress, as well as supporting the formation of fruit, flowers, and tubers.This fertilizer also improves the quality of crop yields and the efficiency of water use and nutrition, making it beneficial for plants that require high potassium, such as rice, corn, and horticultural plants.Content and specifications of potassium oxide 60% shape / color: crystal / dominant red product tested lab?Yes",MOP/KCL Canada Cap Mahkota 50kg
d4dc9c06-177e-494c-ba72-7e2954ce8ced,0e0144d2-f9a7-49b4-bc35-f6791eceb56b,76fddc47-aea9-4942-9dbd-19d90f31cdd4,1,499700.0,d81b9980-35d6-4701-8692-03b5b34e0243,499700.0,1742845436062,202320303801,GOODS,kg,499700.0,"Description of Marxone 300 SL is a full -green contact herbicide in the form of a dark green solution containing a 300 g/L dicloride, effective for controlling various wide and narrow leaf weeds on corn, TBM rubber, and TBM palm oil.This product works fast, safe for surrounding plants, and is ideal used in weeds that grow active with a variety of doses between 1-3 liters per hectare depending on the type of plant.Shape / color: Solution / dark green Benefits This product is effectively used to control weeds in corn, rubber (TBM), and oil palm (TBM) plants.Content and Parakuat Dicloride Specifications 30% Tested Products Lab?Yes",Marxone 300 SL - 5 liters
5648a5d8-912a-4dc3-a660-a6b914d72cbb,d890e339-4b42-4957-8faf-1aede573f0ac,8acff85f-f70a-4308-801f-763b22bb25c7,53,798000.0,7a341d40-7166-46d4-b37f-be9a9ecec7f7,42294000.0,1744482014062,101110601001,GOODS,kg,798000.0,"Description of NPK fertilizer from DGW is specially formulated for oil palm plants.With 13-8-27-4+TE content, this fertilizer helps accelerate the growth of plant generative plants.Equipped with magnesium, boron, and calcium, this fertilizer supports healthier shoot growth, greener leaves, and strong stems and roots.This fertilizer helps produce quality harvests with bright colors, suitable for various types of plants.Form / color: granules / brown benefits of fertilizer with compaction technology ensure the content of nutrients that are guaranteed, containing various macro and micro -essential elements to support optimal plant growth.Nitrogen Content and Specifications 13% Pentoxide Phosphorus 8% Potassium Oxide 27% Magnesium Oxide 4% Boron 0.65% Calcium Oxide Products Tested Lab?Yes",NPK DGW 13-8-27-4 TE 50kg
dd97661a-27f9-4b8e-b30a-ecd28e3403b8,e5819416-6b56-4337-9271-dc2c701ac7bd,76fddc47-aea9-4942-9dbd-19d90f31cdd4,1,499700.0,eddc7f2d-9b65-477d-8014-65a332d93f37,499700.0,1742124494062,202320303801,GOODS,kg,499700.0,"Description of Marxone 300 SL is a full -green contact herbicide in the form of a dark green solution containing a 300 g/L dicloride, effective for controlling various wide and narrow leaf weeds on corn, TBM rubber, and TBM palm oil.This product works fast, safe for surrounding plants, and is ideal used in weeds that grow active with a variety of doses between 1-3 liters per hectare depending on the type of plant.Shape / color: Solution / dark green Benefits This product is effectively used to control weeds in corn, rubber (TBM), and oil palm (TBM) plants.Content and Parakuat Dicloride Specifications 30% Tested Products Lab?Yes",Marxone 300 SL - 5 liters
d518112f-0310-4f5c-82fc-c568da34a0d8,a1c94209-33f6-41c7-85ae-63cb368c8954,b67588d2-e8fe-4ee4-9931-e9d18241d04c,6,230000.0,9419bea1-d06e-4c66-ad5f-f395aeb3af29,1380000.0,1743079380062,202310305001,GOODS,kg,230000.0,"Primastar 300/100 SL: Systemic herbicide after full growth in the form of a solution in water to control wide leaf weeds and grass weeds in oil palm plantations (TBM) Active ingredients: Isopropyl amine glyphosate 300 g/l + 2,4 -D in Dimethyl amine 100 g/l Method & Time Application of high volume spraying with a volume of 400 - 600 L/Ha.The application starts when weeds thrive and do not rain 4-6 hours after spraying.If it is not clear, contact the authorized agriculture officer",Primastar 300/100 SL 5 liters
1903eab7-b4c2-4376-b33c-7b28b0d5ec16,a0690b8a-1166-46a8-869d-8d62a4f28517,6c27fc9c-e7e9-4e9b-9017-292175250df1,24,441142.0,d4379720-241d-4186-b07c-e85c05bb143c,10587408.0,1743212029062,101110603901,GOODS,kg,441142.0,"Increase growth with zinc 2000ppm and sulfur 9%.Description of NPK compound fertilizer enriched with sulfur and zinc elements is designed to improve the efficiency and effectiveness of fertilization.The sulfur and zinc content supports plant metabolic processes so that it not only increases the amount of crops, but also its quality, making plants healthier and more productive.Form / color: granules / white The benefits of this fertilizer support plant growth, increase yield, and quality of plants by strengthening metabolism, cell division, and the formation of enzymes and vitamins.In addition, it also stimulates the growth of roots and leaves and increases plant immunity.Nitrogen content and specifications of 15% Pentoxide phosphorus 15% potassium 15% sulfur 9% zinc 0.2% tested product lab?Yes",NPK Phonska Plus 15-15-15 25kg
b9d6ec6f-094b-494a-aa64-238599f2b18c,20f151bd-8ad2-4fba-8e33-e900d8036701,af58006e-c0d7-44ec-9089-609b74e9ece2,1,102700.0,c84be8f7-1081-46ea-82c5-e4dedda9e39d,102700.0,1744711866062,202320300101,GOODS,kg,102700.0,"Bablass 490 SL IPA GLIFOSAT 490 g/L Description Bablass 490 SL is an after -growth systemic herbicide in the form of a water solution used to control weeds in oil palm cultivation (TBM), such as wide -leaf weeds ageratum conyzoides, borreria alata, lastoma affine, mikania micrantha, and narrow -leaf weed, suchCompressus.Form: Solution Benefits of this product is effective in killing grass selectively, absorbing its active ingredients to the grassroots and killing them gradually, without affecting other plants in the vicinity.Content and specifications of Glifosate Aminosate Isopropyl (IPA) 49% Tested Products Lab?Yes",Bablass 490 SL - 1 liter
2b49896c-e8f5-44d1-9011-7ac912c1f454,e0f0d8fe-546b-4746-b35e-063f50786481,ece9fda2-1006-4cf9-a283-74e10b330512,215,883500.0,13f5223e-f04a-4fa8-9ef2-cf36060f0d6d,189952500.0,1742654111062,101110601901,GOODS,kg,883500.0,"Description of the Mahkota NPK fertilizer 13-8-27-4 + 0.5 B supports optimal growth of plantation crops such as oil palm, rubber and cocoa.With 13% nitrogen, 8% phosphorus, 27% potassium, 4% magnesium, and 0.5% boron, this fertilizer increases crop yields and plant quality.Doses of 2-2.5 kg per tree are recommended for oil palm aged 4-8 years.Form / color: granules / brown the benefits of this fertilizer support plant growth, increase yield, and quality of plants by strengthening metabolism, cell division, and the formation of enzymes and vitamins.In addition, it also stimulates the growth of roots and leaves and increases plant immunity.Nitrogen Content and Specifications 13% Pentoxide Phosphorus 8% Potassium Oxide 27% Magnesium Oxide 4% Boron 0.5% Copper (II) Sulfate, zinc sulfate 0.02-0.04% tested products lab?Yes",NPK Mahkota 13-8-27-4 0.5 B 50kg
b430eaaf-921b-4b68-8a34-d1b4f72dcc85,1ec9cf2d-5fe6-4a21-b9c5-dfde17c7be47,76fddc47-aea9-4942-9dbd-19d90f31cdd4,1,499700.0,344963f8-9a3a-4de3-b3a9-c8716fa37c0e,499700.0,1743105055062,202320303801,GOODS,kg,499700.0,"Description of Marxone 300 SL is a full -green contact herbicide in the form of a dark green solution containing a 300 g/L dicloride, effective for controlling various wide and narrow leaf weeds on corn, TBM rubber, and TBM palm oil.This product works fast, safe for surrounding plants, and is ideal used in weeds that grow active with a variety of doses between 1-3 liters per hectare depending on the type of plant.Shape / color: Solution / dark green Benefits This product is effectively used to control weeds in corn, rubber (TBM), and oil palm (TBM) plants.Content and Parakuat Dicloride Specifications 30% Tested Products Lab?Yes",Marxone 300 SL - 5 liters
240ed567-7424-4996-b0d7-ed1a529b0188,b5b9c2a8-257c-42b4-a102-ca88e4d90297,1af0394e-3aea-42b4-8698-b6832e35f8ce,1,537800.0,c459e2e2-3f03-4ae5-a01f-96958b5b607d,537800.0,1743413936062,101110604001,GOODS,kg,537800.0,"Increase growth with 21% nitrogen and sulfur 24 percent.Description of Petro ZA Plus is effective for stimulating the growth of the number of puppies, plant height, and number of leaves.In addition, this fertilizer can improve the quality of the harvest by improving the color, aroma, taste, and size of fruit or tubers, as well as making plants more resistant to pests and diseases.Form / color: crystals / green benefits of this fertilizer contain nitrogen (n), sulfur (s), and zinc (Zn) that support plant growth, increase the number of tillers, plant height, and number of leaves.This fertilizer also improves the formation of chlorophyll, increases the color, aroma, taste, and size of fruit or tubers, and increases plant fertility, making it more resistant to pests and diseases.Nitrogen content and specifications 21% sulfur 24% zinc 0.1% sulfuric acid ≤ 0.1% tested products lab?Yes",Petro Za Plus 50kg
48b8d849-ebe3-4553-8c48-3c8337afc942,fec82ea7-3f70-43eb-97db-e10d9f3073db,a48adaed-ab06-4245-8da6-5d560636a1d9,1,1300000.0,139fe063-7276-4c10-8926-2a4bb0005e6c,1300000.0,1741567826062,101110505301,GOODS,kg,1300000.0,"Borat/Boron is an essential micro nutrient for plants.It takes a small amount in the fertilizing application of the Borate Crown Description containing boron which is an essential micronutrient for plants needed in small amounts to support optimal growth.Although usually already found in NPK fertilizer, certain plants and soil conditions require additional boron.The benefits of the main role of boron for plants include supporting cell division, nitrogen metabolism, and protein formation.In addition, Boron also contributes important in the process of pollination and production of seeds of content & specifications of boron trioxide ± 45% Physical Type: White crystal products tested lab?Yes",Borate Mahkota - 25kg
6b4a6eaa-6b2e-4885-bd6a-b7a1f1d15a61,f2339ba3-ceeb-4a35-a19b-27bc13e89698,b53ce31c-3789-42d7-96a0-5fe058cac7a5,28,352688.0,ecc640f2-61b3-41e4-b2c5-5cd2421da2d8,9875264.0,1744268643062,101110502101,GOODS,kg,352688.0,"Rock Phosphate (RP) is one of the best sources of phosphate in the world that is processed efficiently without chemical processes.Description of RP Egyptian fertilizer is fertilizer that is processed from raw materials of excavation containing calcium phosphate minerals, which originate from rocks that are processed into powder (powder) for use directly in agriculture.This fertilizer can be applied in the form of powder, granules, or granular.The benefits of providing natural phosphorus that are needed by plants, support the development of roots and stems, improve the quality of the roots and stems of plants, improve the ability of plants to absorb water and nutrients, and protect plants from pest attacks.Content and specifications of the pentoxide phosphorus 26-28% of the product tested lab?Yes",Rp. 50kg crown - Egypt
514a487e-2dbb-472f-8a63-5c92ec484975,48620ebf-ee8f-468e-931d-492f9b94690b,beb17fe4-5d92-4738-adaa-2d62ffb83516,300,356357.0,13f5223e-f04a-4fa8-9ef2-cf36060f0d6d,106907100.0,1743373755062,101110503802,GOODS,kg,356357.0,Urea nitrea 46% n 50kg granules,Urea Nitrea 46% N 50kg - Granul
a80aa175-bf00-4816-8ac1-7ac8954d68f7,696fc0d9-1456-42a4-9b4b-97c987ac564d,0bd2430a-6613-442a-9d5a-11d64cb095ae,4,100000.0,05dfbe78-f1f3-486d-8bc8-91ef41b3ae78,400000.0,1744480408062,MERCH-SAWITPRO-SHIRT-02,GOODS,kg,100000.0,"The white collared shirt that reads ""Sibrondol Sawitpro"".All-size size (xl)",T -shirt Sibrondol Sawitpro Size XL
